user,artist,plays
05101d258a32f7f2fc57593a45722d2b896a4d2f,stereophonics,721
05101d258a32f7f2fc57593a45722d2b896a4d2f,beck,707
05101d258a32f7f2fc57593a45722d2b896a4d2f,eels,670
05101d258a32f7f2fc57593a45722d2b896a4d2f,teenage fanclub,660
05101d258a32f7f2fc57593a45722d2b896a4d2f,kings of leon,566
05101d258a32f7f2fc57593a45722d2b896a4d2f,the strokes,545
05101d258a32f7f2fc57593a45722d2b896a4d2f,camera obscura,427
05101d258a32f7f2fc57593a45722d2b896a4d2f,death cab for cutie,412
05101d258a32f7f2fc57593a45722d2b896a4d2f,cat power,390
05101d258a32f7f2fc57593a45722d2b896a4d2f,chico buarque,339
05101d258a32f7f2fc57593a45722d2b896a4d2f,supergrass,329
05101d258a32f7f2fc57593a45722d2b896a4d2f,johnny cash,299
05101d258a32f7f2fc57593a45722d2b896a4d2f,belle and sebastian,294
05101d258a32f7f2fc57593a45722d2b896a4d2f,the arcade fire,281
05101d258a32f7f2fc57593a45722d2b896a4d2f,super furry animals,251
05101d258a32f7f2fc57593a45722d2b896a4d2f,the decemberists,251
05101d258a32f7f2fc57593a45722d2b896a4d2f,interpol,248
05101d258a32f7f2fc57593a45722d2b896a4d2f,pj harvey,247
05101d258a32f7f2fc57593a45722d2b896a4d2f,placebo,235
05101d258a32f7f2fc57593a45722d2b896a4d2f,travis,233
05101d258a32f7f2fc57593a45722d2b896a4d2f,the go! team,227
05101d258a32f7f2fc57593a45722d2b896a4d2f,the raconteurs,217
05101d258a32f7f2fc57593a45722d2b896a4d2f,kings of convenience,215
05101d258a32f7f2fc57593a45722d2b896a4d2f,cold war kids,212
05101d258a32f7f2fc57593a45722d2b896a4d2f,the zutons,211
05101d258a32f7f2fc57593a45722d2b896a4d2f,kasabian,197
05101d258a32f7f2fc57593a45722d2b896a4d2f,the white stripes,197
05101d258a32f7f2fc57593a45722d2b896a4d2f,sondre lerche,193
05101d258a32f7f2fc57593a45722d2b896a4d2f,elbow,189
05101d258a32f7f2fc57593a45722d2b896a4d2f,arctic monkeys,186
05101d258a32f7f2fc57593a45722d2b896a4d2f,modest mouse,181
05101d258a32f7f2fc57593a45722d2b896a4d2f,mum,173
05101d258a32f7f2fc57593a45722d2b896a4d2f,the velvet underground,169
05101d258a32f7f2fc57593a45722d2b896a4d2f,of montreal,166
05101d258a32f7f2fc57593a45722d2b896a4d2f,damien rice,163
05101d258a32f7f2fc57593a45722d2b896a4d2f,muddy waters,105
05101d258a32f7f2fc57593a45722d2b896a4d2f,groundation,66
05101d258a32f7f2fc57593a45722d2b896a4d2f,augustus pablo,62
05101d258a32f7f2fc57593a45722d2b896a4d2f,wilco,53
05101d258a32f7f2fc57593a45722d2b896a4d2f,the skatalites,52
05101d258a32f7f2fc57593a45722d2b896a4d2f,queens of the stone age,48
05101d258a32f7f2fc57593a45722d2b896a4d2f,john lee hooker,42
05101d258a32f7f2fc57593a45722d2b896a4d2f,the specials,38
05101d258a32f7f2fc57593a45722d2b896a4d2f,ben harper,30
05101d258a32f7f2fc57593a45722d2b896a4d2f,beastie boys,25
05101d258a32f7f2fc57593a45722d2b896a4d2f,the jimi hendrix experience,23
05101d258a32f7f2fc57593a45722d2b896a4d2f,jimi hendrix,21
05101d258a32f7f2fc57593a45722d2b896a4d2f,led zeppelin,19
05101d258a32f7f2fc57593a45722d2b896a4d2f,toots and the maytals,19
05101d258a32f7f2fc57593a45722d2b896a4d2f,lou reed,18
05101d258a32f7f2fc57593a45722d2b896a4d2f,billie holiday,17
05101d258a32f7f2fc57593a45722d2b896a4d2f,otis redding,17
05101d258a32f7f2fc57593a45722d2b896a4d2f,the stooges,17
05101d258a32f7f2fc57593a45722d2b896a4d2f,tom waits,17
297b47dc3fc8af2acab83377a01e31452e828f53,joan baez,66
297b47dc3fc8af2acab83377a01e31452e828f53,rod stewart,61
297b47dc3fc8af2acab83377a01e31452e828f53,lionel richie,57
297b47dc3fc8af2acab83377a01e31452e828f53,supertramp,57
297b47dc3fc8af2acab83377a01e31452e828f53,jean-michel jarre,56
297b47dc3fc8af2acab83377a01e31452e828f53,deep purple,51
297b47dc3fc8af2acab83377a01e31452e828f53,neil diamond,51
297b47dc3fc8af2acab83377a01e31452e828f53,judas priest,49
297b47dc3fc8af2acab83377a01e31452e828f53,marillion,49
297b47dc3fc8af2acab83377a01e31452e828f53,[unknown],46
297b47dc3fc8af2acab83377a01e31452e828f53,creedence clearwater revival,43
297b47dc3fc8af2acab83377a01e31452e828f53,mike oldfield,40
297b47dc3fc8af2acab83377a01e31452e828f53,enigma,34
297b47dc3fc8af2acab83377a01e31452e828f53,e nomine,32
297b47dc3fc8af2acab83377a01e31452e828f53,pink floyd,31
297b47dc3fc8af2acab83377a01e31452e828f53,saxon,31
297b47dc3fc8af2acab83377a01e31452e828f53,madonna,30
297b47dc3fc8af2acab83377a01e31452e828f53,roy orbison,29
297b47dc3fc8af2acab83377a01e31452e828f53,dolly parton,22
297b47dc3fc8af2acab83377a01e31452e828f53,cyndi lauper,19
297b47dc3fc8af2acab83377a01e31452e828f53,donovan,19
297b47dc3fc8af2acab83377a01e31452e828f53,nightwish,17
297b47dc3fc8af2acab83377a01e31452e828f53,meat loaf,15
297b47dc3fc8af2acab83377a01e31452e828f53,bee gees,14
297b47dc3fc8af2acab83377a01e31452e828f53,the alan parsons project,14
297b47dc3fc8af2acab83377a01e31452e828f53,leonard cohen,13
297b47dc3fc8af2acab83377a01e31452e828f53,modern talking,13
297b47dc3fc8af2acab83377a01e31452e828f53,eros ramazzotti,12
297b47dc3fc8af2acab83377a01e31452e828f53,lynyrd skynyrd,12
297b47dc3fc8af2acab83377a01e31452e828f53,r.e.m.,12
297b47dc3fc8af2acab83377a01e31452e828f53,ayreon,11
297b47dc3fc8af2acab83377a01e31452e828f53,mark knopfler,11
297b47dc3fc8af2acab83377a01e31452e828f53,various artists,10
c54aa3d304f863e2de8abe5faf67a3db1bd27615,biosphere,66
c54aa3d304f863e2de8abe5faf67a3db1bd27615,bear mccreary,61
c54aa3d304f863e2de8abe5faf67a3db1bd27615,os mutantes,59
c54aa3d304f863e2de8abe5faf67a3db1bd27615,the kinks,44
c54aa3d304f863e2de8abe5faf67a3db1bd27615,creedence clearwater revival,36
c54aa3d304f863e2de8abe5faf67a3db1bd27615,boards of canada,30
c54aa3d304f863e2de8abe5faf67a3db1bd27615,dusty springfield,27
c54aa3d304f863e2de8abe5faf67a3db1bd27615,prince,19
c54aa3d304f863e2de8abe5faf67a3db1bd27615,curtis mayfield,18
c54aa3d304f863e2de8abe5faf67a3db1bd27615,dave gahan,18
c54aa3d304f863e2de8abe5faf67a3db1bd27615,depeche mode,18
c54aa3d304f863e2de8abe5faf67a3db1bd27615,cansei de ser sexy,17
c54aa3d304f863e2de8abe5faf67a3db1bd27615,inxs,13
c54aa3d304f863e2de8abe5faf67a3db1bd27615,outkast,12
c54aa3d304f863e2de8abe5faf67a3db1bd27615,genesis,6
c54aa3d304f863e2de8abe5faf67a3db1bd27615,gus gus,4
c54aa3d304f863e2de8abe5faf67a3db1bd27615,talk talk,4
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,lady gaga,6
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,fragma,4
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,britney spears,3
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,milk inc.,3
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,scooter,3
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,the prodigy,3
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,u2,3
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,akon,2
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,groove coverage,2
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,enigma,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,everything but the girl,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,green day,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,guns n roses,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,jennifer lopez,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,katy perry,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,kelly clarkson,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,kelly rowland,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,lily allen,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,mary j. blige,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,mika,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,nas,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,ne-yo,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,nirvana,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,simple minds,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,the who,1
1e0b73d5fb12de6febc739f4651a0e161f8f1e7a,vanessa da mata,1
d697e5550947c2c25d4ec3a26374ceccf306fb44,diana krall,78
d697e5550947c2c25d4ec3a26374ceccf306fb44,dinah washington,37
d697e5550947c2c25d4ec3a26374ceccf306fb44,julie london,35
d697e5550947c2c25d4ec3a26374ceccf306fb44,corinne bailey rae,34
d697e5550947c2c25d4ec3a26374ceccf306fb44,sarah vaughan,33
d697e5550947c2c25d4ec3a26374ceccf306fb44,norah jones,29
d697e5550947c2c25d4ec3a26374ceccf306fb44,herbie hancock,18
d697e5550947c2c25d4ec3a26374ceccf306fb44,bill evans,13
d697e5550947c2c25d4ec3a26374ceccf306fb44,esbjörn svensson trio,13
d697e5550947c2c25d4ec3a26374ceccf306fb44,keith jarrett,13
d697e5550947c2c25d4ec3a26374ceccf306fb44,aretha franklin,12
d697e5550947c2c25d4ec3a26374ceccf306fb44,chick corea,12
d697e5550947c2c25d4ec3a26374ceccf306fb44,oscar peterson,12
d697e5550947c2c25d4ec3a26374ceccf306fb44,thelonious monk,11
d697e5550947c2c25d4ec3a26374ceccf306fb44,al green,9
d697e5550947c2c25d4ec3a26374ceccf306fb44,james brown,9
d697e5550947c2c25d4ec3a26374ceccf306fb44,dave brubeck,8
d697e5550947c2c25d4ec3a26374ceccf306fb44,johann sebastian bach,8
d697e5550947c2c25d4ec3a26374ceccf306fb44,miles davis,8
d697e5550947c2c25d4ec3a26374ceccf306fb44,van morrison,8
d697e5550947c2c25d4ec3a26374ceccf306fb44,howard shore,7
d697e5550947c2c25d4ec3a26374ceccf306fb44,madeleine peyroux,7
d697e5550947c2c25d4ec3a26374ceccf306fb44,hans zimmer,6
d697e5550947c2c25d4ec3a26374ceccf306fb44,ludovico einaudi,6
7747cc93c270e3c4628e68558d471dea97afae37,tom waits,821
7747cc93c270e3c4628e68558d471dea97afae37,radiohead,656
7747cc93c270e3c4628e68558d471dea97afae37,the beach boys,598
7747cc93c270e3c4628e68558d471dea97afae37,the beatles,442
7747cc93c270e3c4628e68558d471dea97afae37,of montreal,431
7747cc93c270e3c4628e68558d471dea97afae37,guided by voices,417
7747cc93c270e3c4628e68558d471dea97afae37,my bloody valentine,320
7747cc93c270e3c4628e68558d471dea97afae37,michael jackson,297
7747cc93c270e3c4628e68558d471dea97afae37,bob marley,269
7747cc93c270e3c4628e68558d471dea97afae37,brian eno,265
7747cc93c270e3c4628e68558d471dea97afae37,joni mitchell,265
7747cc93c270e3c4628e68558d471dea97afae37,morrissey,263
7747cc93c270e3c4628e68558d471dea97afae37,ramones,227
7747cc93c270e3c4628e68558d471dea97afae37,gustavo cerati,223
7747cc93c270e3c4628e68558d471dea97afae37,silver jews,204
7747cc93c270e3c4628e68558d471dea97afae37,yo la tengo,203
7747cc93c270e3c4628e68558d471dea97afae37,the smiths,196
7747cc93c270e3c4628e68558d471dea97afae37,leonard cohen,185
7747cc93c270e3c4628e68558d471dea97afae37,shakira,180
7747cc93c270e3c4628e68558d471dea97afae37,thelonious monk,180
7747cc93c270e3c4628e68558d471dea97afae37,deerhunter,173
7747cc93c270e3c4628e68558d471dea97afae37,u2,171
7747cc93c270e3c4628e68558d471dea97afae37,andrew bird,169
7747cc93c270e3c4628e68558d471dea97afae37,justin timberlake,164
7747cc93c270e3c4628e68558d471dea97afae37,the kinks,164
7747cc93c270e3c4628e68558d471dea97afae37,black lips,141
7747cc93c270e3c4628e68558d471dea97afae37,bob marley & the wailers,138
7747cc93c270e3c4628e68558d471dea97afae37,david bowie,131
7747cc93c270e3c4628e68558d471dea97afae37,mecano,126
7747cc93c270e3c4628e68558d471dea97afae37,abba,123
7747cc93c270e3c4628e68558d471dea97afae37,animal collective,120
7747cc93c270e3c4628e68558d471dea97afae37,frank sinatra,105
7747cc93c270e3c4628e68558d471dea97afae37,daddy yankee,103
7747cc93c270e3c4628e68558d471dea97afae37,erik satie,97
7747cc93c270e3c4628e68558d471dea97afae37,broadcast,95
7747cc93c270e3c4628e68558d471dea97afae37,björk,87
7747cc93c270e3c4628e68558d471dea97afae37,madonna,82
7747cc93c270e3c4628e68558d471dea97afae37,the mountain goats,81
7747cc93c270e3c4628e68558d471dea97afae37,jarabe de palo,71
c406d0062ca9f66868f8a91341b4db79c2d13a0d,jack johnson,77
c406d0062ca9f66868f8a91341b4db79c2d13a0d,goldfrapp,66
c406d0062ca9f66868f8a91341b4db79c2d13a0d,john mayer,66
c406d0062ca9f66868f8a91341b4db79c2d13a0d,donavon frankenreiter,58
c406d0062ca9f66868f8a91341b4db79c2d13a0d,johnny cash,53
c406d0062ca9f66868f8a91341b4db79c2d13a0d,matt costa,52
c406d0062ca9f66868f8a91341b4db79c2d13a0d,amos lee,51
c406d0062ca9f66868f8a91341b4db79c2d13a0d,massive attack,50
c406d0062ca9f66868f8a91341b4db79c2d13a0d,jason mraz,49
c406d0062ca9f66868f8a91341b4db79c2d13a0d,ray lamontagne,49
c406d0062ca9f66868f8a91341b4db79c2d13a0d,bruce springsteen,47
c406d0062ca9f66868f8a91341b4db79c2d13a0d,howie day,47
c406d0062ca9f66868f8a91341b4db79c2d13a0d,air,46
c406d0062ca9f66868f8a91341b4db79c2d13a0d,róisín murphy,45
c406d0062ca9f66868f8a91341b4db79c2d13a0d,ben harper,44
c406d0062ca9f66868f8a91341b4db79c2d13a0d,hank williams,44
c406d0062ca9f66868f8a91341b4db79c2d13a0d,hooverphonic,44
c406d0062ca9f66868f8a91341b4db79c2d13a0d,dispatch,43
c406d0062ca9f66868f8a91341b4db79c2d13a0d,robots in disguise,43
c406d0062ca9f66868f8a91341b4db79c2d13a0d,simian mobile disco,42
c406d0062ca9f66868f8a91341b4db79c2d13a0d,mr. oizo,41
c406d0062ca9f66868f8a91341b4db79c2d13a0d,townes van zandt,41
c406d0062ca9f66868f8a91341b4db79c2d13a0d,dave matthews band,40
c406d0062ca9f66868f8a91341b4db79c2d13a0d,vive la fête,40
c406d0062ca9f66868f8a91341b4db79c2d13a0d,groove armada,39
c406d0062ca9f66868f8a91341b4db79c2d13a0d,mstrkrft,39
c406d0062ca9f66868f8a91341b4db79c2d13a0d,david gray,38
c406d0062ca9f66868f8a91341b4db79c2d13a0d,josé gonzález,38
c406d0062ca9f66868f8a91341b4db79c2d13a0d,the band,38
c406d0062ca9f66868f8a91341b4db79c2d13a0d,matt nathanson,37
c406d0062ca9f66868f8a91341b4db79c2d13a0d,thievery corporation,37
c406d0062ca9f66868f8a91341b4db79c2d13a0d,ellen allien & apparat,33
c406d0062ca9f66868f8a91341b4db79c2d13a0d,cut copy,32
c406d0062ca9f66868f8a91341b4db79c2d13a0d,modeselektor,29
c406d0062ca9f66868f8a91341b4db79c2d13a0d,nathan fake,28
c406d0062ca9f66868f8a91341b4db79c2d13a0d,stevie wonder,22
c406d0062ca9f66868f8a91341b4db79c2d13a0d,paul kalkbrenner,21
c406d0062ca9f66868f8a91341b4db79c2d13a0d,"earth, wind & fire",20
c406d0062ca9f66868f8a91341b4db79c2d13a0d,ellen allien,20
c406d0062ca9f66868f8a91341b4db79c2d13a0d,jamiroquai,19
c406d0062ca9f66868f8a91341b4db79c2d13a0d,marvin gaye,19
c406d0062ca9f66868f8a91341b4db79c2d13a0d,gui boratto,18
c406d0062ca9f66868f8a91341b4db79c2d13a0d,the presets,18
c406d0062ca9f66868f8a91341b4db79c2d13a0d,kool & the gang,17
c406d0062ca9f66868f8a91341b4db79c2d13a0d,booka shade,16
c406d0062ca9f66868f8a91341b4db79c2d13a0d,trentemøller,16
c406d0062ca9f66868f8a91341b4db79c2d13a0d,david guetta,15
c406d0062ca9f66868f8a91341b4db79c2d13a0d,the jackson 5,15
c406d0062ca9f66868f8a91341b4db79c2d13a0d,clark,14
c406d0062ca9f66868f8a91341b4db79c2d13a0d,dzihan & kamien,14
1c32680ae3597f05859a13a89c3caf9048bf0aed,the fall,307
1c32680ae3597f05859a13a89c3caf9048bf0aed,the replacements,263
1c32680ae3597f05859a13a89c3caf9048bf0aed,otis redding,227
1c32680ae3597f05859a13a89c3caf9048bf0aed,yo la tengo,194
1c32680ae3597f05859a13a89c3caf9048bf0aed,the kinks,179
1c32680ae3597f05859a13a89c3caf9048bf0aed,the jam,144
1c32680ae3597f05859a13a89c3caf9048bf0aed,elvis costello & the attractions,141
1c32680ae3597f05859a13a89c3caf9048bf0aed,belle and sebastian,136
1c32680ae3597f05859a13a89c3caf9048bf0aed,nick drake,127
1c32680ae3597f05859a13a89c3caf9048bf0aed,the velvet underground,127
1c32680ae3597f05859a13a89c3caf9048bf0aed,sarah vaughan,125
1c32680ae3597f05859a13a89c3caf9048bf0aed,the cramps,115
1c32680ae3597f05859a13a89c3caf9048bf0aed,elvis costello,114
1c32680ae3597f05859a13a89c3caf9048bf0aed,the zombies,106
1c32680ae3597f05859a13a89c3caf9048bf0aed,daniel johnston,77
1c32680ae3597f05859a13a89c3caf9048bf0aed,abba,67
1c32680ae3597f05859a13a89c3caf9048bf0aed,hank williams,54
1c32680ae3597f05859a13a89c3caf9048bf0aed,john coltrane,54
1c32680ae3597f05859a13a89c3caf9048bf0aed,n.w.a,53
1c32680ae3597f05859a13a89c3caf9048bf0aed,pavement,50
1c32680ae3597f05859a13a89c3caf9048bf0aed,sonic youth,50
1c32680ae3597f05859a13a89c3caf9048bf0aed,etta james,47
1c32680ae3597f05859a13a89c3caf9048bf0aed,the sonics,46
1c32680ae3597f05859a13a89c3caf9048bf0aed,public enemy,45
1c32680ae3597f05859a13a89c3caf9048bf0aed,paul simon,44
1c32680ae3597f05859a13a89c3caf9048bf0aed,astrud gilberto,42
1c32680ae3597f05859a13a89c3caf9048bf0aed,teenage fanclub,42
1c32680ae3597f05859a13a89c3caf9048bf0aed,the decemberists,41
1c32680ae3597f05859a13a89c3caf9048bf0aed,love,40
1c32680ae3597f05859a13a89c3caf9048bf0aed,billy bragg,33
1c32680ae3597f05859a13a89c3caf9048bf0aed,fleet foxes,33
440546a1e33ba95daaec64f55dd425306d399e11,turbonegro,299
440546a1e33ba95daaec64f55dd425306d399e11,daft punk,270
440546a1e33ba95daaec64f55dd425306d399e11,the prodigy,256
440546a1e33ba95daaec64f55dd425306d399e11,jay-z,186
440546a1e33ba95daaec64f55dd425306d399e11,slayer,184
440546a1e33ba95daaec64f55dd425306d399e11,armand van helden,158
440546a1e33ba95daaec64f55dd425306d399e11,t.i.,157
440546a1e33ba95daaec64f55dd425306d399e11,justice,120
440546a1e33ba95daaec64f55dd425306d399e11,basement jaxx,111
440546a1e33ba95daaec64f55dd425306d399e11,pantera,110
440546a1e33ba95daaec64f55dd425306d399e11,tori amos,107
440546a1e33ba95daaec64f55dd425306d399e11,moby,104
440546a1e33ba95daaec64f55dd425306d399e11,the jimi hendrix experience,104
440546a1e33ba95daaec64f55dd425306d399e11,ramones,102
440546a1e33ba95daaec64f55dd425306d399e11,air,89
440546a1e33ba95daaec64f55dd425306d399e11,guns n roses,74
440546a1e33ba95daaec64f55dd425306d399e11,pendulum,70
440546a1e33ba95daaec64f55dd425306d399e11,sex pistols,68
440546a1e33ba95daaec64f55dd425306d399e11,asa,62
440546a1e33ba95daaec64f55dd425306d399e11,prodigy,58
440546a1e33ba95daaec64f55dd425306d399e11,the 69 eyes,55
440546a1e33ba95daaec64f55dd425306d399e11,the offspring,54
440546a1e33ba95daaec64f55dd425306d399e11,iggy pop,52
440546a1e33ba95daaec64f55dd425306d399e11,fluke,48
440546a1e33ba95daaec64f55dd425306d399e11,groove armada,45
440546a1e33ba95daaec64f55dd425306d399e11,sepultura,42
440546a1e33ba95daaec64f55dd425306d399e11,röyksopp,39
440546a1e33ba95daaec64f55dd425306d399e11,johnny cash,37
440546a1e33ba95daaec64f55dd425306d399e11,rage against the machine,37
440546a1e33ba95daaec64f55dd425306d399e11,cypress hill,35
440546a1e33ba95daaec64f55dd425306d399e11,audio bullys,33
440546a1e33ba95daaec64f55dd425306d399e11,ice cube,33
440546a1e33ba95daaec64f55dd425306d399e11,arch enemy,32
440546a1e33ba95daaec64f55dd425306d399e11,bob marley,32
440546a1e33ba95daaec64f55dd425306d399e11,nirvana,32
440546a1e33ba95daaec64f55dd425306d399e11,dire straits,31
440546a1e33ba95daaec64f55dd425306d399e11,iron maiden,31
440546a1e33ba95daaec64f55dd425306d399e11,kanye west,27
440546a1e33ba95daaec64f55dd425306d399e11,the chemical brothers,27
440546a1e33ba95daaec64f55dd425306d399e11,christina aguilera,19
440546a1e33ba95daaec64f55dd425306d399e11,fatboy slim,18
440546a1e33ba95daaec64f55dd425306d399e11,astral projection,15
440546a1e33ba95daaec64f55dd425306d399e11,beastie boys,15
440546a1e33ba95daaec64f55dd425306d399e11,madonna,15
440546a1e33ba95daaec64f55dd425306d399e11,notorious b.i.g.,15
440546a1e33ba95daaec64f55dd425306d399e11,m.i.a.,14
440546a1e33ba95daaec64f55dd425306d399e11,run-d.m.c.,14
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,the kinks,321
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,the magnetic fields,304
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,new order,206
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,neil young,193
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,the fall,181
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,belle and sebastian,149
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,toots and the maytals,134
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,george harrison,125
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,the jesus and mary chain,121
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,the clash,51
82290f98d6ace2d1fa024f6c9b3eecf1ec6ba6fc,augustus pablo,35
153df92e6d75e994c3cd075c7019b0ae085454d5,the flaming lips,840
153df92e6d75e994c3cd075c7019b0ae085454d5,sunny day real estate,672
153df92e6d75e994c3cd075c7019b0ae085454d5,isis,534
153df92e6d75e994c3cd075c7019b0ae085454d5,alexisonfire,463
153df92e6d75e994c3cd075c7019b0ae085454d5,wu-tang clan,448
153df92e6d75e994c3cd075c7019b0ae085454d5,afi,384
153df92e6d75e994c3cd075c7019b0ae085454d5,t. rex,382
153df92e6d75e994c3cd075c7019b0ae085454d5,aborted,373
153df92e6d75e994c3cd075c7019b0ae085454d5,paramore,335
153df92e6d75e994c3cd075c7019b0ae085454d5,the decemberists,260
153df92e6d75e994c3cd075c7019b0ae085454d5,the rolling stones,240
153df92e6d75e994c3cd075c7019b0ae085454d5,m83,237
153df92e6d75e994c3cd075c7019b0ae085454d5,my dying bride,214
153df92e6d75e994c3cd075c7019b0ae085454d5,korpiklaani,196
153df92e6d75e994c3cd075c7019b0ae085454d5,the doors,188
153df92e6d75e994c3cd075c7019b0ae085454d5,current 93,185
153df92e6d75e994c3cd075c7019b0ae085454d5,yo la tengo,185
153df92e6d75e994c3cd075c7019b0ae085454d5,liz phair,183
153df92e6d75e994c3cd075c7019b0ae085454d5,mötley crüe,174
153df92e6d75e994c3cd075c7019b0ae085454d5,norma jean,174
153df92e6d75e994c3cd075c7019b0ae085454d5,august burns red,170
153df92e6d75e994c3cd075c7019b0ae085454d5,tegan and sara,170
153df92e6d75e994c3cd075c7019b0ae085454d5,judas priest,163
153df92e6d75e994c3cd075c7019b0ae085454d5,sigur rós,163
153df92e6d75e994c3cd075c7019b0ae085454d5,cat power,154
153df92e6d75e994c3cd075c7019b0ae085454d5,gogol bordello,154
153df92e6d75e994c3cd075c7019b0ae085454d5,led zeppelin,154
153df92e6d75e994c3cd075c7019b0ae085454d5,cocteau twins,150
153df92e6d75e994c3cd075c7019b0ae085454d5,devendra banhart,149
153df92e6d75e994c3cd075c7019b0ae085454d5,finntroll,141
153df92e6d75e994c3cd075c7019b0ae085454d5,the beatles,141
153df92e6d75e994c3cd075c7019b0ae085454d5,the blood brothers,141
153df92e6d75e994c3cd075c7019b0ae085454d5,david bowie,139
153df92e6d75e994c3cd075c7019b0ae085454d5,ac/dc,138
153df92e6d75e994c3cd075c7019b0ae085454d5,blind guardian,128
153df92e6d75e994c3cd075c7019b0ae085454d5,children of bodom,127
153df92e6d75e994c3cd075c7019b0ae085454d5,iron maiden,126
153df92e6d75e994c3cd075c7019b0ae085454d5,alice cooper,125
153df92e6d75e994c3cd075c7019b0ae085454d5,arab strap,125
153df92e6d75e994c3cd075c7019b0ae085454d5,cannibal corpse,124
153df92e6d75e994c3cd075c7019b0ae085454d5,kiss,123
153df92e6d75e994c3cd075c7019b0ae085454d5,pink floyd,123
153df92e6d75e994c3cd075c7019b0ae085454d5,slayer,122
153df92e6d75e994c3cd075c7019b0ae085454d5,haggard,116
153df92e6d75e994c3cd075c7019b0ae085454d5,manowar,114
153df92e6d75e994c3cd075c7019b0ae085454d5,the white stripes,111
153df92e6d75e994c3cd075c7019b0ae085454d5,new order,108
153df92e6d75e994c3cd075c7019b0ae085454d5,deicide,105
153df92e6d75e994c3cd075c7019b0ae085454d5,beirut,103
153df92e6d75e994c3cd075c7019b0ae085454d5,fantômas,103
153df92e6d75e994c3cd075c7019b0ae085454d5,katatonia,103
153df92e6d75e994c3cd075c7019b0ae085454d5,mogwai,103
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the brian jonestown massacre,1330
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the dandy warhols,913
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the verve,800
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,porcupine tree,644
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,black rebel motorcycle club,601
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,oasis,586
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,my bloody valentine,546
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,elbow,534
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,grateful dead,515
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,blur,504
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,bob dylan,362
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,neil young,293
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the smiths,262
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the fall,236
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the stone roses,220
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the who,195
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,zero 7,186
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,the rolling stones,157
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,starsailor,151
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,frank zappa,145
c55fb184afcaa5a08d0e9e02ee6e5582630d244b,iggy pop,145
